data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
6332001,144,SRI3812,3812,"31 October 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)","IUSF: Inter University Students' Federation; Students (Sri Lanka)",6,,,0,60,"Southern Asia","Sri Lanka",Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,"Morning (Sri Lanka)",National,"On October 31, Inter University Students' Federation (IUSF) staged a protest in front of the Fort Railway Station in Colombo city (Colombo, Colombo district). The protesters were demanding that authorities reinstate scholarships of students belonging to Ruhuna Students' Federation. [size=no report]",0,1572962844,LKA
6332286,144,SRI3814,3814,"31 October 2019",2019,1,Riots,"Mob violence","Rioters (Sri Lanka)",,5,"Civilians (Sri Lanka)","Teachers (Sri Lanka)",7,57,"Southern Asia","Sri Lanka",Central,"Nuwara Eliya","Nuwara Eliya",Talawakelle,6.9355,80.6498,1,Virakesari,National,"On October 31, a group of persons pelted stones at a bus, which was carrying teachers to the voting location at Nuwara Eliya Zonal Education Office in Talawakelle town (Nuwara Eliya, Nuwara Eliya district). No major injuries were reported. Further investigation of the incident is underway. [size=no report]",0,1572962844,LKA
6332139,144,SRI3816,3816,"30 October 2019",2019,2,"Violence against civilians",Attack,"Police Forces of Sri Lanka (2015-)",,1,"Civilians (Sri Lanka)","Tamil Ethnic Group (Sri Lanka); Refugees/IDPs (Sri Lanka)",7,17,"Southern Asia","Sri Lanka",Northern,Jaffna,Jaffna,Jaffna,9.6685,80.0074,2,"Tamil Guardian",International,"As reported on October 30, Sri Lankan security forces allegedly assaulted families of Tamil asylees near Jaffna area (Jaffna, Jaffna district).",0,1572962844,LKA
6331983,144,SRI3809,3809,"29 October 2019",2019,2,Protests,"Peaceful protest","Protesters (Sri Lanka)","Teachers (Sri Lanka)",6,,,0,60,"Southern Asia","Sri Lanka",Southern,Galle,Elpitiya,Elpitiya,6.2908,80.1626,1,"Hiru News",National,"As reported on October 29, a group of teachers from Pitigala - Poddiwela Maha Vidyalaya school staged a protest in front of the school in Elpitiya town (Elpitiya, Galle district). The protesters were dissatisfied with a recent incident in which a former pupil of the school assaulted a teacher. [size=no report]",0,1572962844,LKA
6332285,144,SRI3811,3811,"29 October 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)","Students (Sri Lanka)",6,,,0,60,"Southern Asia","Sri Lanka",Northern,Vavuniya,"Vavuniya South",Vavuniya,8.7514,80.4971,1,Virakesari,National,"On October 29, about 80 students of the Technical faculty under the Vavuniya campus of Jaffna University protested by blocking the campus chief's office on Park street in Vavuniya city (Vavuniya South, Vavuniya district). The students were demanding greater safety as they were unable to continue their education due to the outbreak of infections in the campus and hostel. [size=about 80]",0,1572962844,LKA
6332287,144,SRI3810,3810,"29 October 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)",,6,,,0,60,"Southern Asia","Sri Lanka",Northern,Jaffna,Jaffna,Jaffna,9.6685,80.0074,2,Virakesari,National,"On October 29, locals protested by taking to the streets after pharmaceutical drugs were burned in the Jaffna area (Jaffna, Jaffna district). The protesters were complaining about the smell that was emitted after medicine bottles and drugs were burnt, which caused difficulty in breathing and affected their health. [size=no report]",0,1572962844,LKA
6332140,144,SRI3807,3807,"28 October 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)","Tamil Ethnic Group (Sri Lanka); Women (Sri Lanka)",6,,,0,60,"Southern Asia","Sri Lanka",Northern,Jaffna,Jaffna,Jaffna,9.6685,80.0074,1,"Tamil Guardian",International,"On October 28, Tamil women staged a protest in Jaffna town (Jaffna, Jaffna district). The protesters chanted slogans denouncing Gotabaya Rajapaksa, who stands accused of overseeing violations of international humanitarian law. [size=no report]",0,1572962844,LKA
6332142,144,SRI3808,3808,"28 October 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)","Tamil Ethnic Group (Sri Lanka)",6,,,0,60,"Southern Asia","Sri Lanka",Northern,Jaffna,"Valikamam West",Punnalai,9.7584,79.9192,1,TamilNet,International,"On October 28, a group of Tamil residents staged a protest on the Maathakal - Punnaalai Road of Punnalai town (Valikamam West, Jaffna district). The protesters were dissatisfied with the Sri Lanka Survey Department attempting to survey private land for the Sri Lanka Navy, who the protesters accuse of land-grabbing. [size=no report]",0,1572962844,LKA
6331811,144,SRI3805,3805,"27 October 2019",2019,2,Protests,"Peaceful protest","Protesters (Sri Lanka)","Fishermen (Sri Lanka)",6,,,0,60,"Southern Asia","Sri Lanka",Northern,Jaffna,Jaffna,Jaffna,9.6685,80.0074,1,"Ceylon Today",National,"As reported on October 27, dozens of fishermen staged a protest and handed over a note to the Indian Consulate in Jaffna town (Jaffna, Jaffna district). The protesters were demanding for the immediate release of Sri Lankan fishermen from Indian jails. [size=dozens]",0,1572962844,LKA
6332141,144,SRI3806,3806,"27 October 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)","Tamil Ethnic Group (Sri Lanka)",6,,,0,60,"Southern Asia","Sri Lanka",Northern,Vavuniya,"Vavuniya South",Vavuniya,8.7514,80.4971,1,"Tamil Guardian",International,"On October 27, Tamil families of the disappeared staged a protest rally in Vavuniya city (Vavuniya South, Vavuniya district). The protesters were demanding justice for their disappeared family members. [size=no report]",0,1572962844,LKA
6331810,144,SRI3804,3804,"25 October 2019",2019,2,Riots,"Mob violence","Rioters (Sri Lanka)",,5,"Civilians (Sri Lanka)","Labour Group (Sri Lanka)",7,57,"Southern Asia","Sri Lanka",Northern,Jaffna,Jaffna,Jaffna,9.6685,80.0074,1,"BBC News",International,"As reported on October 25, a large mob caused damage to Raja Theater in Jaffna town (Jaffna, Jaffna district). The rioters were frustrated due to the theater authorities not being able to provide sufficient movie tickets. [size=large]",0,1572962844,LKA
6222485,144,SRI3802,3802,"24 October 2019",2019,1,Protests,"Protest with intervention","Protesters (Sri Lanka)","IUSF: Inter University Students' Federation; Students (Sri Lanka)",6,"Police Forces of Sri Lanka (2015-)",,1,16,"Southern Asia","Sri Lanka",Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,"Ada Derana",National,"On October 24, more than 40 members of the Inter University Students' Federation protested in Lotus Road of Colombo City (Colombo, Colombo district). The protesters were demanding action on the issues regarding Mahapola scholarship grants. Police used tear gas and water cannons to disperse the protesters. [size=more than 40]",0,1572355439,LKA
6222818,144,SRI3803,3803,"24 October 2019",2019,2,Protests,"Peaceful protest","Protesters (Sri Lanka)","Fishermen (Sri Lanka)",6,,,0,60,"Southern Asia","Sri Lanka",Eastern,Ampara,Pottuvil,Pottuvil,6.8762,81.8267,1,Lankadeepa,National,"As reported on October 24, a group of fishermen protested in front of the Pottuvil Magistrate Court in Pottuvil city (Pottuvil, Ampara district). The protesters were dissatisfied with the court granting bail to wildlife officers who had been arrested for firing guns at the fishermen. [size=no report]",0,1572355440,LKA
6222484,144,SRI3795,3795,"23 October 2019",2019,1,Riots,"Mob violence","Rioters (Sri Lanka)","NDF: National Democratic Front",5,"Civilians (Sri Lanka)","Journalists (Sri Lanka)",7,57,"Southern Asia","Sri Lanka",Western,Colombo,Kaduwela,Malabe,6.9083,79.9649,1,"Ada Derana",National,"On October 23, a journalist was assaulted at a political rally held by National Democratic Front (NDF) presidential candidate Sajith Premadasa in Malabe town (Kaduwela, Colombo district). The journalist, who attempted to pose a question while a minister was addressing the rally, was assaulted by several individuals. [size=several]",0,1572355439,LKA
6222787,144,SRI3799,3799,"23 October 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)",,6,,,0,60,"Southern Asia","Sri Lanka",Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,"Hiru News",National,"On October 23, parents protested in front of Ananda college in Colombo city (Colombo, Colombo district), expressing dissatisfaction with the opening of the new college building by the Minister of Education. The protesters stated that the construction of the building had not been completed, which could pose as a hazard to their children. [size=no report]",0,1572355440,LKA
6222788,144,SRI3800,3800,"23 October 2019",2019,1,Protests,"Protest with intervention","Protesters (Sri Lanka)","JUGU: Joint Unemployed Graduates' Union; Labour Group (Sri Lanka)",6,"Police Forces of Sri Lanka (2015-)",,1,16,"Southern Asia","Sri Lanka",Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,"Hiru News",National,"On October 23, members of the Joint Unemployed Graduates' Union staged a protest opposite the Fort Railway Station in Colombo City (Colombo, Colombo district). The protesters were dissatisfied with the government's failure to provide them with jobs a year since they had been interviewed. Police intervened the protest and dispersed the crowd. [size=no report]",0,1572355440,LKA
6222810,144,SRI3801,3801,"23 October 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)","Fishermen (Sri Lanka)",6,,,0,60,"Southern Asia","Sri Lanka",Northern,Jaffna,Jaffna,Jaffna,9.6685,80.0074,1,"Island (Sri Lanka)",National,"On October 23, Sri Lankan Fishermen's Forum held a protest opposite the Deputy Indian High Commissioner's Office in Jaffna city (Jaffna, Jaffna district). The protesters were against the arrest and detention of 83 Sri Lankan fishermen by the Indian Coast Guard for over a year. [size=no report]",0,1572355440,LKA
6222964,144,SRI3798,3798,"22 October 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)","Tamil Ethnic Group (Sri Lanka)",6,,,0,60,"Southern Asia","Sri Lanka",Northern,Jaffna,Jaffna,Jaffna,9.6685,80.0074,1,"Tamil Guardian",International,"On October 22, Tamil families of disappeared persons staged a protest in front of the Office for Missing Persons in Jaffna city (Jaffna, Jaffna district). The protesters were calling for the arrest of former defense secretary and presidential candidate Gotabaya Rajapaksa. [size=no report]",0,1572355440,LKA
6222817,144,SRI3797,3797,"22 October 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)","Government of Sri Lanka (2015-)",6,,,0,60,"Southern Asia","Sri Lanka",Southern,Galle,Bope-Poddala,Kitulampitiya,6.0644,80.2093,1,Lankadeepa,National,"On October 22, six members of the Bope Poddala Pradeshiya Shabha protested in Kitulampitiya town (Bope-Poddala, Galle district). The protesters were dissatisfied with the lack of implementation of laws post Easter Sunday 2019 attacks. [size=6]",0,1572355440,LKA
6222786,144,SRI3796,3796,"21 October 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)","Students (Sri Lanka); Teachers (Sri Lanka)",6,,,0,60,"Southern Asia","Sri Lanka",Central,"Nuwara Eliya",Ambagamuwa,Hatton,6.8916,80.5955,1,"Hiru News",National,"On October 21, students and teachers of Kotagala Tamil Maha School staged a protest in Hatton-Nuwara Eliya main road in Hatton town (Ambagamuwa, Nuwara Eliya district). The protesters were against the appointment of a temporary principal to the school. [size=no report]",0,1572355440,LKA
6160156,144,SRI3793,3793,"18 October 2019",2019,2,Riots,"Mob violence","Rioters (Sri Lanka)","Government of Sri Lanka (2015-)",5,"Police Forces of Sri Lanka (2015-)",,1,15,"Southern Asia","Sri Lanka",Western,Colombo,Colombo,Colombo,6.9319,79.8478,3,"Hiru News",National,"As reported on October 18, at least eleven persons including two Pradeshiya Sabha members have been taken into custody for engaging in election violence near Colombo area (Colombo, Colombo district). [size=at least 11]",0,1571755746,LKA
6159825,144,SRI3792,3792,"18 October 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)","Muslim Group (Sri Lanka)",6,,,0,60,"Southern Asia","Sri Lanka",Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,"Ada Derana",National,"On October 18, members of the Organization for the Protection of Muslim Rights staged a silent protest in front of the Police Headquarters in Colombo city (Colombo, Colombo district). The protesters were demanding the arrest of Sri Lanka Muslim Congress (SLMC) leader and Minister Rauff Hakeem, over his alleged ties to the ringleader of Easter Sunday terror attacks. [size=no report]",0,1571755746,LKA
6160157,144,SRI3790,3790,"16 October 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)","Former Military Forces of Sri Lanka (2015-)",6,,,0,60,"Southern Asia","Sri Lanka",Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,"Hiru News",National,"On October 16, disabled war veterans staged a protest in front of Fort Railway Station in Colombo city (Colombo, Colombo district). The protesters were dissatisfied with the assault of a protesting disabled soldier. [size=no report]",0,1571755746,LKA
6160184,144,SRI3789,3789,"16 October 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)","Students (Sri Lanka)",6,,,0,60,"Southern Asia","Sri Lanka",Eastern,Batticaloa,"Manmunai North",Batticaloa,7.7102,81.6924,2,Lankadeepa,National,"On October 16, locals and students staged a protest in the Batticaloa area (Manmunai North, Batticaloa district). The protesters were dissatisfied with the decision of the Irrigation Department to allow mining of sand, which had caused flooding and damages to two houses in the area. [size=no report]",0,1571755746,LKA
6160344,144,SRI3791,3791,"16 October 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)","Tamil Ethnic Group (Sri Lanka)",6,,,0,60,"Southern Asia","Sri Lanka",Northern,Vavuniya,"Vavuniya South",Vavuniya,8.7514,80.4971,1,"Tamil Guardian",International,"On October 16, Tamil families of persons subjected to enforced disappearances staged a protest rally in Vavuniya town (Vavuniya, Vavuniya district). The protesters were dissatisfied with a statement from a political figure undermining Tamil families' continuous protest in finding the whereabouts of their disappeared family members. [size=no report]",0,1571755746,LKA
6160158,144,SRI3788,3788,"15 October 2019",2019,1,Riots,"Mob violence","Rioters (Sri Lanka)","Vigilante Group (Sri Lanka)",5,"Civilians (Sri Lanka)","Labour Group (Sri Lanka)",7,57,"Southern Asia","Sri Lanka",Central,Kandy,Harispattuwa,Nugawela,7.3282,80.5921,2,"Hiru News",National,"On October 15, a group of people assaulted a driver and his assistant for dumping a lorry load of rotten dried fish in Hinguruwana forest reserve in Nugawela town (Harispattuwa, Kandy district). [size=no report]",0,1571755746,LKA
6159827,144,SRI3783,3783,"15 October 2019",2019,2,Protests,"Peaceful protest","Protesters (Sri Lanka)","Former Military Forces of Sri Lanka (2015-)",6,,,0,60,"Southern Asia","Sri Lanka",Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,"Ada Derana",National,"As reported on October 15, disabled war veterans held a protest in Lotus Road of Colombo city (Colombo, Colombo district). No further information was reported. [size=no report]",0,1571755746,LKA
6159824,144,SRI3786,3786,"14 October 2019",2019,1,"Violence against civilians",Attack,"Police Forces of Sri Lanka (2015-)",,1,"Civilians (Sri Lanka)","Government of Sri Lanka (2015-)",7,17,"Southern Asia","Sri Lanka",Northern,Kilinochchi,Karachchi,Kilinochchi,9.3961,80.3982,1,"Ada Derana",National,"On October 14, Sri Lanka Police opened fire at a vehicle carrying Excise Officers in Kilinochchi town (Karachchi, Kilinochchi district). The police resorted to opening fire after the vehicle failed to heed orders to stop. One officer was injured following the incident.",0,1571755746,LKA
6159826,144,SRI3787,3787,"14 October 2019",2019,2,"Strategic developments","Disrupted weapons use","Police Forces of Sri Lanka (2015-)",,1,"LTTE: Liberation Tigers of Tamil Eelam","Former LTTE: Liberation Tigers of Tamil Eelam",2,12,"Southern Asia","Sri Lanka",Northern,Jaffna,Jaffna,Jaffna,9.6685,80.0074,1,"Ada Derana",National,"As reported on October 14, police forces uncovered large mines in Warani area of Jaffna city (Jaffna, Jaffna district). Police retrieved the information after interrogating a former LTTE cadre who was recently arrested.",0,1571755746,LKA
6160183,144,SRI3784,3784,"12 October 2019",2019,2,Protests,"Peaceful protest","Protesters (Sri Lanka)",,6,,,0,60,"Southern Asia","Sri Lanka",Central,Kandy,Akurana,Akurana,7.3666,80.6166,1,"Lanka Views",National,"As reported on October 12, a group of residents staged a protest in Akurana town (Akurana, Kandy district). The protesters were dissatisfied with the severely dilapidated condition of Delgastenna road. [size=no report]",0,1571755746,LKA
6024524,144,SRI3781,3781,"12 October 2019",2019,2,"Strategic developments","Disrupted weapons use","Police Forces of Sri Lanka (2015-)",,1,"LTTE: Liberation Tigers of Tamil Eelam","Former LTTE: Liberation Tigers of Tamil Eelam",2,12,"Southern Asia","Sri Lanka",Eastern,Trincomalee,Seruvila,Serunuwara,8.322,81.2945,2,"Ada Derana",National,"As reported on October 12, Sri Lanka police found a stash of weapons and explosives in the property belonging to a former LTTE cadre in Serunuwara area (Seruvila, Trincomalee district). The Terrorism Investigation Division are carrying out further investigations into the incident.",0,1571143926,LKA
6222963,144,SRI3794,3794,"12 October 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)",,6,,,0,60,"Southern Asia","Sri Lanka",Eastern,Ampara,Addalachchenai,Addalachchenai,7.25,81.85,1,"Tamil Guardian",International,"On October 12, hundreds of locals protested against the presence of government officials during the launch event of a report detailing military occupation in Addalachchenai town (Addalachchenai, Ampara district). The Election Commission had barred the presence of government officials at the event. [size=hundreds]",0,1572355440,LKA
6287267,144,SRI3785,3785,"12 October 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)","Extinction Rebellion (Sri Lanka)",6,,,0,60,"Southern Asia","Sri Lanka",Western,Colombo,"Dehiwala-Mount Lavinia","Dehiwala-Mount Lavinia",6.8402,79.8712,1,MENAFN,International,"On October 12, more than 40 volunteers and members of Extinction Rebellion Sri Lanka, Chibby's Friends & House of Hope, Climate Action Now Sri Lanka, Waste Action Lanka, and Flipyarn, held a beach-cleanup demonstration in Dehiwala beach in Dehiwala-Mount Lavinia town (Dehiwala-Mount Lavinia, Colombo district). The environmental activists staged demonstrations to spread awareness on the devastating effects of ocean pollution. [size=more than 40]",0,1572403751,LKA
6024522,144,SRI3780,3780,"10 October 2019",2019,1,Riots,"Mob violence","Rioters (Sri Lanka)","NDF: New Democratic Front",5,"Civilians (Sri Lanka)","Labour Group (Sri Lanka)",7,57,"Southern Asia","Sri Lanka",Western,Colombo,Colombo,Colombo,6.9319,79.8478,2,"Ada Derana",National,"On October 10, supporters of New Democratic Front assaulted the officials of a toll gate in an expressway leading to Colombo city (Colombo, Colombo district). The incident occurred after the New Democratic Front supporters were asked to pay toll while en-route to a political program. [size=no report]",0,1571143926,LKA
6024859,144,SRI3779,3779,"09 October 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)",,6,,,0,60,"Southern Asia","Sri Lanka","North Central",Anuradhapura,"N. Palatha East",Anuradhapura,8.3123,80.4131,1,Lankadeepa,National,"On October 9, over 100 residents of Anuradhapura have staged a protest at the Anuradhapura Regional Archaeological Office in Anuradhapura town (N. Palatha East, Anuradhapura district). The protesters were dissatisfied with the Archaeological office's delay to grant permission to the residents to install pipeline for transportation of water to their homes. [size=over 100]",0,1571143926,LKA
6024523,144,SRI3778,3778,"08 October 2019",2019,2,Protests,"Peaceful protest","Protesters (Sri Lanka)","Government of Sri Lanka (2015-)",6,,,0,60,"Southern Asia","Sri Lanka",Western,Colombo,Kaduwela,"Battaramulla South",6.8964,79.9181,1,"Ada Derana",National,"As reported on October 8, officials of Samurdhi department held a protest in front of the Department of Samurdhi Development in Battaramulla Junction in Battaramulla South locality (Kaduwela, Colombo district). No further information is reported. [size=no report]",0,1571143926,LKA
6159910,144,SRI3782,3782,"07 October 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)",,6,,,0,60,"Southern Asia","Sri Lanka",Western,Colombo,"Sri Jayawardanapura Kotte",Rajagiriya,6.9174,79.8896,1,"Ceylon Today",National,"On October 7, a group of protesters demonstrated in front of the Election Secretariat in Rajagiriya town (Sri Jayawardanapura Kotte, Colombo district). The group, who had come in support of Presidential candidates, protested the presence of a United National Party Parliamentarian, Hirunika Premachandra. [size=no report]",0,1571755746,LKA
6024521,144,SRI3776,3776,"07 October 2019",2019,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Sri Lanka)",,3,,,0,30,"Southern Asia","Sri Lanka","North Western",Puttalam,Vanathavilluwa,Vanathavilluwa,8.1885,79.8599,2,"Ada Derana",National,"On October 7, an explosion was reported in Aruwakkalu landfill site near Vanathavilluwa town (Vanathavilluwa, Puttalam). Police are carrying out further investigations into the issue.",0,1571143926,LKA
6024819,144,SRI3777,3777,"07 October 2019",2019,1,"Strategic developments","Disrupted weapons use","Police Forces of Sri Lanka (2015-) Special Task Force","Military Forces of Sri Lanka (2015-)",1,"LTTE: Liberation Tigers of Tamil Eelam","Former LTTE: Liberation Tigers of Tamil Eelam",2,12,"Southern Asia","Sri Lanka",Northern,Mullaitivu,Maritimepattu,Mullaitivu,9.268,80.815,1,"Hiru News",National,"On October 7, a stock of war equipment and explosives were found in a jungle in Mullaitivu town (Maritimepattu, Mullaitivu district). The Police Special Task Force and Sri Lanka Navy stated that they recovered mortar bombs, hand grenades, bullets, and magazines, which belonged to the former LTTE.",0,1571143926,LKA
6024598,144,SRI3775,3775,"06 October 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)","Tamil Ethnic Group (Sri Lanka)",6,,,0,60,"Southern Asia","Sri Lanka",Northern,Jaffna,Jaffna,Jaffna,9.6685,80.0074,1,"Ceylon Today",National,"On October 6, Tamil politicians and voluntary organizations staged a protest in front of the main bus stand in Jaffna city (Jaffna, Jaffna district). The protesters were demanding the immediate arrest of Bodu Bala Sena General Secretary Galagoda Aththe Gnanasara Thera, who is accused of leading the cremation of a deceased Buddhist monk in a Hindu temple. [size=no report]",0,1571143926,LKA
6019457,144,SRI3773,3773,"05 October 2019",2019,2,Protests,"Peaceful protest","Protesters (Sri Lanka)",,6,,,0,60,"Southern Asia","Sri Lanka",Southern,Galle,"Galle Four Gravets",Galle,6.0367,80.217,1,"Lanka Views",National,"As reported on October 5, Youth Organization for Change organized a protest march in Galle town (Galle Four Gravets, Galle district). The youths staged the protest in opposition to climate change. [size=no report]",0,1570560875,LKA
6272685,144,SRI3772,3772,"05 October 2019",2019,2,Protests,"Peaceful protest","Protesters (Sri Lanka)","Tamil Ethnic Group (Sri Lanka)",6,,,0,60,"Southern Asia","Sri Lanka",Northern,Vavuniya,"Vavuniya South",Vavuniya,8.7514,80.4971,2,"Journalists for Democracy in Sri Lanka",Other,"As reported on October 5, Association for the Relatives of the Enforced Disappearance staged a protest in the Vavuniya area (Vavuniya, Vavuniya district). A booklet entitled 'Disappeared Tamil Babies of Sri Lanka' was distributed to the public during the protest, in which parents of the disappeared demanded answers to the whereabouts of their children. [size=no report]",0,1572403725,LKA
6024952,144,SRI3774,3774,"05 October 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)","Tamil Ethnic Group (Sri Lanka)",6,,,0,60,"Southern Asia","Sri Lanka",Northern,Jaffna,Jaffna,Jaffna,9.6685,80.0074,1,"Tamil Guardian",International,"On October 5, Tamils held a protest in Jaffna town (Jaffna, Jaffna district), calling for the arrest of a Buddhist monk, Gnanasara, of the Sinhala nationalist organization - Bodu Bala Sena. The protesters were dissatisfied with the cremation of a deceased Buddhist monk in a Hindu temple premises, and the assault of the Tamils by Buddhist monks. [size=no report]",0,1571143926,LKA
6019401,144,SRI3770,3770,"04 October 2019",2019,2,Protests,"Peaceful protest","Protesters (Sri Lanka)","Teachers (Sri Lanka); Labour Group (Sri Lanka)",6,,,0,60,"Southern Asia","Sri Lanka",Western,Colombo,Colombo,Maradana,6.9271,79.8665,1,"Hiru News",National,"As reported on October 4, lecturers and non-academic staff of Sri Lanka Institute of Advanced Technological Education held a protest march in Maradana locality (Colombo, Colombo district). The protesters were demanding removal of salary anomalies. [size=no report]",0,1570560875,LKA
6019456,144,SRI3771,3771,"04 October 2019",2019,2,Protests,"Peaceful protest","Protesters (Sri Lanka)",,6,,,0,60,"Southern Asia","Sri Lanka","North Central",Polonnaruwa,Elahera,Attanakadawala,7.9335,80.8694,1,"Lanka Views",National,"As reported on October 4, residents organized a demonstration near Diyabeduma Hospital in Attanakadawala town (Elahera, Polonnaruwa district). The demonstrators were demanding solutions to shortage of doctors and medical facilities at the hospital. [size=no report]",0,1570560875,LKA
6019160,144,SRI3767,3767,"03 October 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)","Labour Group (Sri Lanka)",6,,,0,60,"Southern Asia","Sri Lanka",Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,"Daily Mirror (Sri Lanka)",National,"On October 3, Inter Company Employees Union staged a protest in front of Lanka Sathosa Headquarters in Colombo city (Colombo, Colombo district). The protesters were demanding increase to their salaries. [size=no report]",0,1570560874,LKA
6019458,144,SRI3769,3769,"03 October 2019",2019,2,Protests,"Peaceful protest","Protesters (Sri Lanka)",,6,,,0,60,"Southern Asia","Sri Lanka",Sabaragamuwa,Ratnapura,Kolonna,Kolonna,6.4021,80.6865,2,"Lanka Views",National,"As reported on October 3, Maha Sangha and local opposition parties held mass protests in Kolonna area (Kolonna, Ratnapura district). The protesters were demanding removal of newly appointment chief doctor at Kolonna Hospital. [size=no report]",0,1570560875,LKA
6019027,144,SRI3768,3768,"03 October 2019",2019,1,"Strategic developments","Disrupted weapons use","Military Forces of Sri Lanka (2015-)",,1,"Unidentified Armed Group (Sri Lanka)",,3,13,"Southern Asia","Sri Lanka",Northern,Jaffna,Jaffna,"Gurunagar West",9.6569,80.0183,1,"Ada Derana",National,"On October 3, a group of Navy personnel recovered a large haul of high explosives in Gurunagar West locality (Jaffna, Jaffna district). Further investigation into the incident is currently underway.",0,1570560874,LKA
6019151,144,SRI3765,3765,"02 October 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)","FLSP: Frontline Socialist Party",6,,,0,60,"Southern Asia","Sri Lanka",Western,Colombo,Colombo,Hulftsdorp,6.9425,79.8583,1,"Colombo Page",National,"On October 2, members of the Frontline Socialist Party (FSP) staged a protest in front of the Judicial Commission in Hulftsdorp locality (Colombo, Colombo district). The protesters were seeking information on two Marxist political activists disappeared in Jaffna in 2011 and demanded that those responsible for the disappearance be punished. [size=no report]",0,1570560874,LKA
6019407,144,SRI3766,3766,"02 October 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)","Labour Group (Sri Lanka)",6,,,0,60,"Southern Asia","Sri Lanka",Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,"Hiru News",National,"On October 2, a group of people who lost Public Service Pensions staged a protest march from Fort Railway Station to Ministry of Finance in Colombo city (Colombo, Colombo district). The protesters demanded implementation of the Cabinet Power, which proposes to provide pension or monthly allowance. [size=no report]",0,1570560875,LKA
6019404,144,SRI3764,3764,"01 October 2019",2019,1,Protests,"Protest with intervention","Protesters (Sri Lanka)",,6,"Police Forces of Sri Lanka (2015-)",,1,16,"Southern Asia","Sri Lanka","North Western",Puttalam,Vanathavilluwa,Vanathavilluwa,8.1885,79.8599,1,"Hiru News",National,"On October 1, a group of residents staged a protest in front of Puttalam Aruvakkalu waste yard in Vanathavilluwa town (Vanathavilluwa, Puttalam district), and blocked tipper trucks from entering the yard. The residents were against the waste yard operations and handed over a petition to the local secretary expressing their dissatisfaction. Police intervened the protest and escorted the trucks to the yard. [size=no report]",0,1570560875,LKA
6019403,144,SRI3763,3763,"30 September 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)","Labour Group (Sri Lanka)",6,,,0,60,"Southern Asia","Sri Lanka",Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,"Hiru News",National,"On September 30, private fuel tanker drivers and assistants staged a protest in front of Kolonnawa fuel storage terminal in Colombo city (Colombo, Colombo district). The protesters were dissatisfied with the work assigned to them, which was to remove spare wheel and fire equipment. [size=no report]",0,1570560875,LKA
6019405,144,SRI3762,3762,"30 September 2019",2019,2,Protests,"Peaceful protest","Protesters (Sri Lanka)","Health Workers (Sri Lanka)",6,,,0,60,"Southern Asia","Sri Lanka",Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,"Hiru News",National,"As reported on September 30, Government Ayurvedic Medical Officers Association staged a protest in front of the Borella Ayurvedic Hospital in Colombo city (Colombo, Colombo district). The protesters were demanding immediate solutions to salary anomalies. [size=no report]",0,1570560875,LKA
